Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	ssh
15	1134	5	478	5.0	15.0	478.0	1134.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	1	98	1.0	1.0	98.0	98.0	ssh
15	1134	5	478	5.0	15.0	478.0	1134.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
15	1134	5	478	5.0	15.0	478.0	1134.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
22	1704	7	570	7.0	11.0	570.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
22	1704	7	570	7.0	11.0	570.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
22	1704	7	570	7.0	11.0	570.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.5	0.0	49.0	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
22	1704	7	570	7.0	11.0	570.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	ssh
22	1704	7	570	7.0	11.0	570.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.5	0.0	49.0	ssh
22	1704	7	570	7.0	11.0	570.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
22	1704	7	570	7.0	11.0	570.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	ssh
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	1	98	0	0	0.0	0.25	0.0	24.5	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	ssh
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.4	0.0	39.2	1	98	0	0	0.0	0.25	0.0	24.5	ssh
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	ssh
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	ssh
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	1	42	1.0	0.4	42.0	28.0	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	ssh
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	ssh
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	1	42	1.0	0.4	42.0	28.0	ssh
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	ssh
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	ssh
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	1	42	1.0	0.4	42.0	28.0	ssh
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
27	2094	3	210	3.0	4.5	210.0	349.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
27	2094	3	210	3.0	4.5	210.0	349.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
27	2094	3	210	3.0	4.5	210.0	349.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
27	2094	3	210	3.0	4.5	210.0	349.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
27	2094	3	210	3.0	4.5	210.0	349.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	ssh
27	2094	3	210	3.0	4.5	210.0	349.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
27	2094	3	210	3.0	4.5	210.0	349.0	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
27	2094	0	0	0.0	3.857142857142857	0.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
27	2094	0	0	0.0	3.857142857142857	0.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
27	2094	0	0	0.0	3.857142857142857	0.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
27	2094	0	0	0.0	3.857142857142857	0.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
27	2094	0	0	0.0	3.857142857142857	0.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	ssh
27	2094	0	0	0.0	3.857142857142857	0.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
27	2094	0	0	0.0	3.857142857142857	0.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
27	2094	0	0	0.0	3.375	0.0	261.75	0	0	0	0	0.0	0.0	0.0	0.0	ssh
3	238	0	0	0.0	0.3333333333333333	0.0	26.444444444444443	2	140	0	0	0.0	0.25	0.0	17.5	ssh
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	ssh
